meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1218,9153,1,11,2023-09-02T14:28:35.347000+00:00,26.962,27.27,26.803,319.0,333,False,81.035,"[2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2051, 2049, 2051]",339.0
1218,9153,1,12,2023-09-02T14:29:56.346000+00:00,35.348,37.125,37.006,243.0,277,False,109.479,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",219.0
1218,9153,1,13,2023-09-02T14:37:53.575000+00:00,,32.62,39.599,305.0,295,True,475.472,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",215.0
1218,9153,1,14,2023-09-02T14:39:41.308000+00:00,26.897,27.357,26.683,321.0,338,False,80.937,"[2049, 2049, 2049, 2048, 2048, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2048, 2051, 2051]",344.0
1218,9153,1,15,2023-09-02T14:41:02.276000+00:00,32.734,34.999,38.477,271.0,269,False,106.21,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",234.0
1218,9153,1,16,2023-09-02T14:49:16.083000+00:00,,40.049,32.236,239.0,231,True,503.068,"[None, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051, 2051]",119.0
1218,9153,1,17,2023-09-02T14:51:11.550000+00:00,26.899,27.191,26.541,318.0,333,False,80.631,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2051, 2051, 2049]",338.0
1218,9153,1,18,2023-09-02T14:52:32.128000+00:00,29.991,29.93,33.454,295.0,308,False,93.375,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",262.0
1218,9153,1,19,2023-09-02T14:57:17.874000+00:00,,41.396,31.679,221.0,258,True,299.802,"[None, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",212.0
1218,9153,1,20,2023-09-02T14:59:05.358000+00:00,26.758,27.049,26.5,319.0,334,False,80.307,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2048, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2048, 2049, 2048, 2048, 2048]",341.0
1218,9153,1,21,2023-09-02T15:00:25.654000+00:00,33.594,32.28,,253.0,273,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",[2048],259.0
1218,9153,2,1,2023-09-02T14:02:09.052000+00:00,,31.76,30.462,320.0,296,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",272.0
1218,9153,2,2,2023-09-02T14:03:44.941000+00:00,27.122,27.939,27.306,323.0,336,False,82.367,"[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]",344.0
1218,9153,2,3,2023-09-02T14:05:07.315000+00:00,32.181,37.722,36.35,289.0,296,False,106.253,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",303.0
1218,9153,2,4,2023-09-02T14:06:53.642000+00:00,33.559,38.658,33.343,306.0,119,False,105.56,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0
1218,9153,2,5,2023-09-02T14:08:39.173000+00:00,27.178,27.974,28.815,323.0,338,False,83.967,"[2049, 2049, 2049, 2048, 2048, 2051, 2049, 2049]","[2048, 2048, 2049, 2049, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",347.0
1218,9153,2,6,2023-09-02T14:10:03.390000+00:00,29.392,32.182,37.223,298.0,294,False,98.797,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",312.0
1218,9153,2,7,2023-09-02T14:15:44.574000+00:00,,32.229,33.171,323.0,304,True,342.022,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048]",248.0
1218,9153,2,8,2023-09-02T14:17:23.932000+00:00,26.94,27.774,27.216,,339,False,81.93,"[2048, 2048, 2049, 2049, 2049, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2048, 2048]","[2049, 2049, 2049, 2048, 2048, 2048, 2048, 2049, 2049]",346.0
1218,9153,2,9,2023-09-02T14:18:45.869000+00:00,30.24,32.866,39.908,298.0,304,False,103.014,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",267.0
