Track,Global_Corner_ID,driver_number,Entry_Speed,Apex_Speed,Exit_Speed,Speed_Delta,Braking_Pct_Before_Apex,Trail_Braking_Pct,Throttle_App_Pct_After_Apex,Coasting_Pct,Braking_Time_Pct,Average_Throttle,Min_Gear,Corner_Distance_m,Average_Speed
Monza,108,22,205,205,219,0,0.0,0.0,0.6533150524492347,0.0,0.0,94.25,5,695.4966749061576,211.25
Monza,108,23,206,206,227,0,0.0,0.0,0.1608425299399539,0.0,0.0,95.4,5,703.8972005601909,217.2
Monza,108,24,201,201,213,0,0.0,0.0,1.0,0.0,0.0,78.33333333333333,5,701.5203155918864,206.0
Monza,108,27,209,209,228,0,0.0,0.0,0.0,0.0,0.0,99.25,5,539.556097082961,217.75
Monza,108,31,201,201,215,0,0.0,0.0,0.31880862325389353,0.0,0.25,88.25,5,680.1385599464213,208.5
Monza,108,40,213,213,220,0,0.0,0.0,0.37973561888727625,0.0,0.0,93.66666666666667,5,429.8594976046743,217.0
Monza,108,55,219,219,228,0,1.0,0.0,1.0,0.0,0.25,93.25,5,430.30888265203464,224.0
Monza,108,77,200,200,220,0,0.0,0.0,0.6072393646170355,0.0,0.0,93.75,5,882.0716078073541,209.75
Monza,109,2,239,239,254,0,0.0,0.0,0.28877607979119607,0.0,0.0,100.0,6,629.0843968538759,246.75
Monza,109,4,255,255,261,0,0.0,0.0,0.3246633913242925,0.0,0.0,99.0,6,477.01994782340483,258.0
Monza,109,10,241,241,253,0,0.0,0.0,0.0,0.0,0.0,100.0,6,582.773975143506,247.5
Monza,109,11,249,249,259,0,0.0,0.0,0.24176371770059832,0.0,0.0,100.0,6,884.755780080461,254.25
Monza,109,14,250,250,264,0,0.0,0.0,0.13315868705700998,0.0,0.0,100.0,7,1108.5343244523956,259.0
Monza,109,16,254,254,258,0,0.0,0.0,0.26187112420980707,0.0,0.0,99.0,6,466.5973750315136,255.33333333333334
Monza,109,18,240,240,253,0,0.0,0.0,0.0,0.0,0.0,99.33333333333333,6,451.92713866005755,244.33333333333334
Monza,109,20,247,247,252,0,0.0,0.0,0.2834900417911093,0.0,0.0,99.0,6,528.9074249235232,248.66666666666666
Monza,109,22,243,243,248,0,0.0,0.0,0.41069201304781355,0.0,0.0,94.75,6,545.8663764367313,245.25
Monza,109,23,250,250,260,0,0.0,0.0,0.21244297782559915,0.0,0.0,100.0,6,637.205640272742,254.5
Monza,109,24,240,240,249,0,0.0,0.0,0.18952917323529167,0.0,0.0,100.0,6,615.8744498630688,245.33333333333334
Monza,109,27,247,247,258,0,0.0,0.0,0.2995422060118126,0.0,0.0,100.0,6,671.2315506856469,252.5
Monza,109,31,241,241,246,0,0.0,0.0,0.28471775027680846,0.0,0.0,100.0,6,369.12062855341617,243.33333333333334
Monza,109,40,252,252,257,0,0.0,0.0,0.3696614303920331,0.0,0.0,100.0,6,636.5508788570492,255.33333333333334
Monza,109,44,252,252,260,0,0.0,0.0,0.0,0.0,0.0,100.0,6,446.63801122152864,257.0
Monza,109,55,253,253,256,0,0.0,0.0,0.3328114135744416,0.0,0.0,99.66666666666667,6,447.5497229036385,254.0
Monza,109,77,248,248,256,0,0.0,0.0,0.5367726840008606,0.0,0.0,100.0,6,679.938850447969,252.66666666666666
Monza,109,81,251,251,260,0,0.0,0.0,0.43608963005936663,0.0,0.0,99.0,6,927.351126315452,256.0
Monza,110,1,322,215,280,107,0.7757755200508988,0.5256546553715596,0.1571194786149106,0.0,0.21052631578947367,74.47368421052632,6,4320.253400924574,250.94736842105263
Monza,110,2,285,199,268,86,0.7464194996589809,0.7464194996589809,0.34919612694384167,0.0,0.19047619047619047,67.66666666666667,6,3701.2562316642325,228.95238095238096
Monza,110,4,253,211,266,42,0.1791943208093856,0.1791943208093856,0.2918099790312942,0.15271627332443052,0.1,68.0,5,3323.023218173784,236.4
Monza,110,10,251,200,264,51,0.4155723193899874,0.4155723193899874,0.2655375115354397,0.14815410390244574,0.2,61.05,5,3526.9578192492536,229.4
Monza,110,11,323,214,257,109,0.6446799467427591,0.420332700147171,0.36875190366877164,0.0,0.2857142857142857,67.85714285714286,6,3220.542113675422,246.57142857142858
Monza,110,14,269,201,258,68,0.8044204447931346,0.8044204447931346,0.2076310316757333,0.0,0.23529411764705882,65.3529411764706,5,3219.0494811172275,229.88235294117646
Monza,110,16,286,216,269,70,0.7940459393531515,0.70397619240233,0.31188740738914206,0.0,0.2,70.8,6,3887.265445027388,241.4
Monza,110,18,237,184,276,53,0.7084451200978058,0.5925832516286487,0.16203390974014822,0.031440141872947726,0.25,66.5,5,4039.5471960681925,224.25
Monza,110,20,206,195,264,11,0.0,0.0,0.2634930919327994,0.0,0.0,81.25,5,2469.5063373390312,226.0625
Monza,110,22,318,204,273,114,0.5143318707892872,0.5143318707892872,0.25252731202344586,0.045434493941142705,0.16666666666666666,66.95833333333333,5,3887.004380238305,237.54166666666666
Monza,110,23,264,207,276,57,0.654442005264748,0.654442005264748,0.21554314004984346,0.03307691844730251,0.20833333333333334,63.583333333333336,6,4285.181384863874,235.25
Monza,110,24,241,199,272,42,0.7066305197652545,0.7066305197652545,0.3612303309731867,0.0,0.18181818181818182,70.45454545454545,6,3564.756282387822,229.36363636363637
Monza,110,27,294,205,266,89,0.5862238828858426,0.5862238828858426,0.17379549726277,0.12365999777613125,0.23809523809523808,65.28571428571429,6,3664.3945987391116,237.52380952380952
Monza,110,31,269,197,267,72,0.7686738912310966,0.7686738912310966,0.24980948798504687,0.0,0.25,65.58333333333333,5,3744.8452735943993,228.79166666666666
Monza,110,40,209,198,270,11,0.0,0.0,0.21759591681430895,0.0,0.0,86.75,5,2885.6679304899017,232.8125
