Track,Driver_Number,Corner_ID,Apex_Speed,Exit_Speed,Speed_Delta,Corner_Distance_m,Max_Curvature,Braking_Dist_To_Apex_m,Trail_Braking_Pct,Throttle_App_From_Apex_m,Coasting_Pct,Average_Throttle,Minimum_Gear
Singapore,11,5,124,155,53,1414.5107713688376,0.2511353361637565,0.0,28.57142857142857,0.0,7.142857142857142,48.57142857142857,3
Singapore,11,6,107,107,160,2293.083771068352,0.28063239551950936,109.11003620199335,55.00000000000001,0.0,5.0,24.45,3
Singapore,11,7,150,199,0,807.2851063579692,0.22352039637984428,0.0,0.0,0.0,0.0,98.57142857142857,3
Singapore,11,8,69,77,148,1115.2572000526961,0.4088642104266764,0.0,66.66666666666666,0.0,6.666666666666667,13.933333333333334,2
Singapore,11,9,87,96,65,670.7503957037843,0.38345011756856523,54.08326913195924,50.0,0.0,10.0,14.5,3
Singapore,11,10,234,256,0,1040.7840702042304,0.14853586918113051,0.0,0.0,0.0,0.0,100.0,6
Singapore,11,11,106,174,41,1529.5357226293781,0.3200954295363439,145.16145969794889,26.31578947368421,0.0,0.0,44.73684210526316,3
Singapore,11,12,201,233,49,1777.6318535591854,0.19389843395265047,0.0,16.666666666666664,0.0,16.666666666666664,63.25,5
Singapore,14,1,86,181,201,2999.8468522582602,0.32390353165488794,0.0,33.33333333333333,0.0,6.666666666666667,38.3,2
Singapore,14,2,156,165,97,1512.6819475087332,0.2901486503894515,0.0,38.46153846153847,0.0,7.6923076923076925,39.15384615384615,4
Singapore,14,4,120,152,69,1057.0524718016604,0.24149346241000624,172.81052092606114,36.36363636363637,0.0,9.090909090909092,27.363636363636363,3
Singapore,14,5,76,89,63,688.3497713153993,0.3685566796868809,0.0,50.0,0.0,16.666666666666664,9.333333333333334,2
Singapore,14,6,125,159,41,1546.2006507105143,2.3172531470953057,0.0,25.0,0.0,0.0,57.375,3
Singapore,14,7,112,115,84,2033.2977665962935,0.32235069596014854,94.33981132056579,36.84210526315789,0.0,0.0,33.68421052631579,3
Singapore,14,8,151,183,0,590.5901393955792,0.21022056049419352,0.0,0.0,0.0,0.0,84.5,3
Singapore,14,9,67,87,101,977.5042356261947,0.40388744789623227,168.23859355639797,53.84615384615385,0.0,15.384615384615385,12.153846153846153,2
Singapore,14,10,89,98,124,831.41730550996,0.29854923086672985,141.14685671295592,54.54545454545454,0.0,9.090909090909092,11.818181818181818,2
Singapore,14,11,239,254,0,701.8486329295192,0.492485765871925,0.0,0.0,0.0,0.0,99.0,6
Singapore,14,12,110,177,81,1692.5376791038289,0.23588524299773045,0.0,29.411764705882355,0.0,11.76470588235294,34.76470588235294,3
Singapore,14,13,209,244,37,1526.706359542055,0.21763729537779034,0.0,23.076923076923077,0.0,0.0,74.07692307692308,5
Singapore,16,1,89,193,120,3022.73780175485,1.3429094488065438,187.04764736120615,30.0,0.0,10.0,43.6,3
Singapore,16,2,152,180,103,1479.1986251939024,0.2520548267938306,116.27553482998883,46.15384615384615,0.0,0.0,46.30769230769231,4
Singapore,16,4,121,132,119,1163.855329226979,0.25881032105757495,0.0,60.0,0.0,0.0,24.3,4
Singapore,16,5,76,89,119,867.0179446441944,2.460575643142675,166.6661673955423,58.333333333333336,0.0,0.0,14.166666666666666,3
Singapore,16,6,130,148,47,1259.1632812892785,2.317751900171157,196.13218898339255,30.76923076923077,0.0,7.6923076923076925,43.07692307692308,4
Singapore,16,7,113,113,88,1925.3201171365072,1.9814484180316188,190.77997798511205,45.0,0.0,0.0,33.4,3
Singapore,16,8,142,217,0,1305.4207652207515,0.24904090725615746,0.0,0.0,0.0,0.0,95.0,3
Singapore,16,9,69,91,110,948.2750077759738,1.3370531459259951,160.18360544939424,46.666666666666664,0.0,13.333333333333334,18.533333333333335,2
Singapore,16,10,93,103,82,842.9821494790813,0.2584150972065963,187.1254735801267,58.333333333333336,0.0,0.0,17.666666666666668,3
Singapore,16,11,232,256,0,919.8731147857761,0.0999553033766552,0.0,0.0,0.0,0.0,100.0,6
Singapore,16,12,111,173,79,1709.3944337271387,0.3007529646546121,0.0,22.22222222222222,0.0,5.555555555555555,47.22222222222222,4
Singapore,16,13,207,243,34,2516.8815288732294,0.2810393031833557,0.0,9.090909090909092,0.0,0.0,86.0,5
Singapore,18,1,130,160,85,1405.0458877051597,0.2296778949293976,0.0,38.46153846153847,0.0,7.6923076923076925,24.23076923076923,4
Singapore,18,2,84,182,54,1454.0865166983458,1.449024193486899,199.15949717226795,30.0,0.0,5.0,43.95,3
Singapore,18,3,148,174,101,1888.9766065248114,0.33509161681650923,0.0,25.0,0.0,8.333333333333332,49.083333333333336,4
Singapore,18,5,114,150,30,858.026689518043,0.22053521453027125,0.0,40.0,0.0,10.0,30.0,3
Singapore,18,6,74,101,120,1115.5526300385936,2.3093537772763755,0.0,21.428571428571427,0.0,28.57142857142857,20.642857142857142,3
Singapore,18,7,123,142,50,1372.546020940219,0.19003384061859796,0.0,42.857142857142854,0.0,7.142857142857142,34.92857142857143,3
Singapore,18,8,106,108,74,2003.601192746064,1.2490457723982544,0.0,38.095238095238095,0.0,14.285714285714285,34.142857142857146,3
Singapore,18,9,122,171,0,635.8919272762869,0.7509290623979403,0.0,0.0,0.0,0.0,77.33333333333333,3
Singapore,18,10,65,83,84,762.7659368896348,0.4231535832107274,156.0962147109749,50.0,0.0,8.333333333333332,12.833333333333334,2
Singapore,18,11,83,110,183,2625.0513506609277,1.3269886233202,155.47685580389225,39.130434782608695,0.0,4.3478260869565215,48.73913043478261,3
Singapore,18,12,237,253,0,718.826650737632,0.10523084393519427,0.0,0.0,0.0,0.0,99.0,6
Singapore,18,13,108,182,33,1339.6235557290784,0.38773801260524193,0.0,31.57894736842105,0.0,5.263157894736842,45.26315789473684,3
Singapore,18,14,200,238,40,2229.3041677971705,0.19746973460989686,0.0,13.333333333333334,0.0,13.333333333333334,68.6,5
Singapore,20,1,85,127,166,2425.6499434743805,0.25708486744568937,0.0,33.33333333333333,0.0,14.814814814814813,28.703703703703702,2
Singapore,20,3,151,192,103,1721.4025393490974,0.2945105517525244,0.0,41.66666666666667,0.0,16.666666666666664,41.0,4
Singapore,20,5,116,145,141,1404.683035811333,0.21705022069422397,0.0,45.45454545454545,0.0,9.090909090909092,25.0,3
Singapore,20,6,75,88,64,720.9309539257592,0.4839938128031349,127.17389809697124,55.55555555555556,0.0,0.0,14.444444444444445,2
Singapore,20,7,130,150,57,1310.6982233770796,0.17415063078625193,152.63858118776625,50.0,0.0,14.285714285714285,32.42857142857143,4
Singapore,20,8,109,118,100,2070.5908912332416,1.9702170430483696,161.18622769951617,42.857142857142854,0.0,4.761904761904762,34.42857142857143,3
Singapore,20,9,150,183,0,545.9381102699372,1.2890244595215445,0.0,0.0,0.0,0.0,86.83333333333333,3
Singapore,20,10,62,125,152,1243.2980643090668,0.684698792883688,0.0,33.33333333333333,0.0,0.0,30.0,2
Singapore,20,11,89,98,59,685.5745642626134,0.3302904240164777,0.0,40.0,0.0,20.0,14.8,3
Singapore,20,12,235,254,0,937.5596897770374,0.11246606522686815,0.0,0.0,0.0,0.0,99.5,6
Singapore,20,13,111,160,52,1574.354138210132,0.28518703381158894,132.29943252694648,31.25,0.0,6.25,37.5625,3
Singapore,20,14,210,243,31,2213.7361462800764,0.24952386432684087,0.0,7.6923076923076925,0.0,7.6923076923076925,80.84615384615384,5
Singapore,22,1,122,159,179,1354.490779410678,0.21896142771064442,0.0,38.46153846153847,0.0,7.6923076923076925,36.07692307692308,2
Singapore,22,2,89,186,35,1391.90904249699,2.632708436809819,0.0,25.0,0.0,12.5,52.8125,3
Singapore,22,3,155,178,88,2021.2094051957492,0.2981099378250217,0.0,38.46153846153847,0.0,7.6923076923076925,47.07692307692308,4
Singapore,22,5,114,122,77,863.5963653415965,0.23665289491979258,0.0,54.54545454545454,0.0,18.181818181818183,15.818181818181818,3
Singapore,22,6,75,83,64,665.7267239930079,0.35213431662879047,183.73893589817817,50.0,0.0,20.0,11.2,3
Singapore,22,7,128,168,35,1691.6366724109248,0.2987146412077162,0.0,41.66666666666667,0.0,8.333333333333332,39.166666666666664,3
Singapore,22,8,111,183,156,3151.874859617419,0.8096671938021435,144.22205101855798,26.923076923076923,0.0,7.6923076923076925,45.57692307692308,3
Singapore,22,9,65,82,132,832.192130617801,0.2707236245689564,198.23869690192078,46.666666666666664,0.0,26.666666666666668,12.466666666666667,2
Singapore,22,10,86,97,102,818.9485993515118,0.3481022754028576,199.8973006775559,50.0,0.0,20.0,14.8,3
Singapore,22,11,232,254,0,936.0257681588264,0.10353633855851578,0.0,0.0,0.0,0.0,100.0,5
Singapore,22,12,105,174,92,1797.6218632182863,0.34936596268692455,0.0,29.411764705882355,0.0,5.88235294117647,44.529411764705884,3
Singapore,22,13,207,240,39,2176.6306348493163,0.27539734551375483,0.0,8.333333333333332,0.0,8.333333333333332,76.16666666666667,5
Singapore,23,1,138,155,167,1638.7920562311997,0.28251529676633014,158.14550262337525,53.84615384615385,0.0,7.6923076923076925,16.692307692307693,4
Singapore,23,2,87,184,42,1595.7234270575946,0.35115783375509624,0.0,23.52941176470588,0.0,11.76470588235294,45.470588235294116,3
Singapore,23,3,153,172,96,1907.518682988497,1.402199387185467,0.0,23.076923076923077,0.0,0.0,46.92307692307692,4
Singapore,23,5,113,123,50,819.2110844704548,0.23862311022873084,0.0,45.45454545454545,0.0,9.090909090909092,17.636363636363637,3
Singapore,23,6,75,83,63,576.5278990342449,2.1393208745259367,142.64933240472965,54.54545454545454,109.55363982999552,18.181818181818183,7.181818181818182,2
Singapore,23,7,121,148,57,1499.1304777490623,0.23187669991376647,0.0,46.15384615384615,0.0,7.6923076923076925,36.38461538461539,4
Singapore,23,8,109,109,91,1897.6611455159327,0.23911555816202712,0.0,50.0,0.0,10.0,18.6,3
Singapore,23,9,150,179,0,504.91989556335466,0.19418677267273854,0.0,0.0,0.0,0.0,83.5,3
Singapore,23,10,67,83,118,938.8370647034681,0.44269411427214966,189.83886593133502,57.14285714285714,0.0,14.285714285714285,8.285714285714286,2
Singapore,23,11,86,173,71,1313.2308481079963,0.738374031554702,182.20703253173997,35.294117647058826,0.0,5.88235294117647,40.8235294117647,3
Singapore,23,12,231,265,0,1446.84753525009,0.1866563549360381,0.0,0.0,0.0,0.0,100.0,6
Singapore,23,13,111,174,31,1472.677151062373,0.2940268680671603,175.03558029891428,29.411764705882355,0.0,0.0,36.64705882352941,3
Singapore,23,14,201,242,35,1785.6133525490368,1.5521649425496318,0.0,23.076923076923077,0.0,0.0,68.38461538461539,5
Singapore,24,1,87,182,107,2968.1076101079366,1.4993442749903219,0.0,36.666666666666664,0.0,3.3333333333333335,43.46666666666667,3
Singapore,24,2,156,177,79,1452.7079428163706,0.2547110129543224,0.0,41.66666666666667,0.0,16.666666666666664,31.583333333333332,5
Singapore,24,4,113,122,109,910.451608866053,0.224687096490503,0.0,50.0,0.0,16.666666666666664,15.416666666666666,4
Singapore,24,5,77,79,104,809.5607154624158,0.39571069030610606,197.3438451105867,60.0,0.0,20.0,4.9,4
Singapore,24,6,126,158,63,1300.3511086310464,0.2209025424885136,179.42356197056506,38.46153846153847,0.0,0.0,38.23076923076923,4
Singapore,24,7,109,113,68,1949.7032885237022,0.2881764775167965,0.0,42.10526315789473,0.0,0.0,36.26315789473684,3
Singapore,24,8,137,209,0,1087.3032931818561,0.2131127370598167,0.0,0.0,0.0,0.0,86.71428571428571,3
Singapore,24,9,66,77,110,917.597249460061,0.3961271384904501,0.0,50.0,0.0,8.333333333333332,10.916666666666666,2
Singapore,24,10,237,272,0,1227.5310872070186,1.3420662335560674,0.0,0.0,0.0,0.0,100.0,6
Singapore,24,11,85,94,87,845.7074289365701,0.44192738662064956,0.0,33.33333333333333,0.0,22.22222222222222,16.555555555555557,3
Singapore,24,12,241,255,0,686.6797293492273,0.1031683430339761,0.0,0.0,0.0,0.0,100.0,6
Singapore,24,13,107,184,25,1628.7678457617221,0.28034349749140286,0.0,11.76470588235294,0.0,11.76470588235294,48.88235294117647,3
Singapore,24,14,203,241,46,1931.6876645735683,0.25445606725887504,0.0,23.076923076923077,0.0,7.6923076923076925,72.84615384615384,5
Singapore,27,1,88,197,207,3159.011068236181,1.8664658399007865,0.0,22.58064516129032,0.0,12.903225806451612,38.70967741935484,3
Singapore,27,2,151,180,102,1493.7349051750007,2.940465767773254,165.9518002312725,46.15384615384615,0.0,7.6923076923076925,46.0,4
Singapore,27,4,120,132,64,939.3500372883609,0.20061240957741466,196.18771418788674,41.66666666666667,65.14598989961087,16.666666666666664,20.083333333333332,4
Singapore,27,5,76,79,50,458.94654684505804,2.2058230621852104,182.25437352044537,50.0,0.0,10.0,9.2,3
Singapore,27,6,126,167,61,1399.214620447321,0.2527248970576814,0.0,30.76923076923077,0.0,7.6923076923076925,44.30769230769231,4
Singapore,27,7,110,111,157,2442.3044584908894,1.2827408797442708,0.0,33.33333333333333,0.0,4.761904761904762,29.952380952380953,3
Singapore,27,8,150,184,0,540.4569474899617,0.16037594314328418,0.0,0.0,0.0,0.0,84.66666666666667,3
Singapore,27,10,65,87,100,682.3387716291909,0.9487643115057243,177.07047008949303,53.84615384615385,0.0,7.6923076923076925,13.846153846153847,2
Singapore,27,11,91,102,75,701.101500383651,0.5211381434841182,0.0,50.0,0.0,10.0,15.0,3
Singapore,27,12,235,254,0,868.7497468935908,0.1279595555462022,0.0,0.0,0.0,0.0,100.0,6
Singapore,27,13,103,186,46,1718.5693995629554,0.29161564631192427,176.27508723716892,17.647058823529413,0.0,11.76470588235294,43.94117647058823,3
Singapore,27,14,207,237,43,1863.070784995114,1.4564152614761872,0.0,15.384615384615385,0.0,0.0,68.38461538461539,5
Singapore,31,1,93,195,126,3040.0178818428303,0.2729288578301976,0.0,29.03225806451613,0.0,16.129032258064516,40.774193548387096,3
Singapore,31,2,151,179,105,1620.7423076932046,0.33675978943220264,150.01333274079298,45.45454545454545,0.0,0.0,47.36363636363637,4
Singapore,31,4,116,155,95,1168.415651809566,2.7691201300955144,170.89585813336453,50.0,0.0,8.333333333333332,28.916666666666668,3
Singapore,31,5,75,92,74,808.7180436442977,0.33827923056186227,160.58694097533225,58.333333333333336,35.22782990761698,16.666666666666664,11.25,2
Singapore,31,6,128,154,59,1281.302408697975,2.4106859464330763,0.0,27.27272727272727,0.0,9.090909090909092,46.54545454545455,4
Singapore,31,7,194,233,0,991.5430875942948,2.0538077124286813,0.0,0.0,0.0,0.0,100.0,4
Singapore,31,8,104,104,96,2026.6391362844588,1.1993440282234182,184.58873205046984,35.0,0.0,15.0,25.95,3
Singapore,31,9,147,184,0,515.6892637214951,0.23636066590927174,0.0,0.0,0.0,0.0,96.2,3
Singapore,31,11,67,87,61,693.3587208998688,0.3672227407738945,189.320417541825,45.45454545454545,0.0,18.181818181818183,13.636363636363637,2
Singapore,31,12,89,103,61,704.442068563083,0.47674729632058316,137.21868462381826,45.45454545454545,0.0,18.181818181818183,19.454545454545453,3
Singapore,31,13,119,193,0,729.1083277454236,0.7459449623004089,0.0,0.0,0.0,0.0,94.71428571428571,3
Singapore,31,14,233,252,0,804.1610653202079,0.11687696754580235,0.0,0.0,0.0,0.0,100.0,5
Singapore,31,15,106,177,75,1585.4824418614735,0.29346156852095906,187.52906257481663,26.31578947368421,0.0,10.526315789473683,41.94736842105263,3
Singapore,31,16,211,242,34,1828.1291404999283,0.22036609949847,0.0,33.33333333333333,0.0,0.0,75.75,5
Singapore,40,1,89,217,155,3675.414081819027,1.1934003595584715,0.0,27.500000000000004,0.0,10.0,46.0,3
Singapore,40,2,152,191,102,1685.0835831236982,1.4911174669693734,0.0,33.33333333333333,0.0,16.666666666666664,44.333333333333336,4
Singapore,40,4,117,126,103,1007.2464676385753,0.2105693723276787,0.0,54.54545454545454,0.0,0.0,25.636363636363637,3
Singapore,40,5,77,85,97,1483.6018041483658,1.0075530936625952,195.87634798731597,38.88888888888889,0.0,5.555555555555555,35.05555555555556,3
Singapore,40,6,129,155,53,1405.1661818599569,0.20974511101847848,0.0,35.714285714285715,0.0,14.285714285714285,39.142857142857146,4
Singapore,40,7,107,107,92,1972.826491819269,0.7361395421363722,151.69949855201048,42.857142857142854,0.0,9.523809523809524,35.142857142857146,3
Singapore,40,8,127,185,0,714.1472842235453,0.24447932907182718,0.0,0.0,0.0,0.0,96.16666666666667,3
Singapore,40,9,66,81,103,780.9357448823139,0.2975983620189298,192.00971246208792,57.14285714285714,0.0,14.285714285714285,14.857142857142858,2
Singapore,40,10,86,100,107,857.623198145382,0.35985414180539094,173.9595612938574,45.45454545454545,0.0,18.181818181818183,16.727272727272727,3
Singapore,40,11,234,252,0,955.4179714779675,0.13777360790161264,0.0,0.0,0.0,0.0,100.0,5
Singapore,40,12,109,166,89,1542.8081389187064,0.3576300202999037,0.0,25.0,0.0,0.0,43.625,3
Singapore,40,13,201,238,43,2158.0696574302565,0.21521175444395538,0.0,14.285714285714285,0.0,7.142857142857142,74.28571428571429,5
Singapore,44,1,89,179,116,2838.4441236873563,1.4670039863378541,0.0,37.93103448275862,0.0,6.896551724137931,38.758620689655174,3
Singapore,44,2,158,180,94,1606.1839857544192,0.3613430922097408,0.0,27.27272727272727,0.0,18.181818181818183,50.81818181818182,4
Singapore,44,3,247,276,0,1202.8401163901053,3.065580448170326,0.0,0.0,0.0,0.0,100.0,6
Singapore,44,5,116,125,82,999.0003972017257,0.25738697726539916,0.0,40.0,0.0,20.0,17.7,3
Singapore,44,6,74,84,69,729.8768361980656,0.2721024336560458,143.90409288577212,50.0,0.0,25.0,6.25,3
Singapore,44,7,123,169,65,1435.7667277074215,0.23808901610894195,124.54397736293322,40.0,0.0,6.666666666666667,45.86666666666667,3
Singapore,44,8,108,110,128,1991.8009033194503,0.518976219587754,124.30749361106791,38.88888888888889,0.0,5.555555555555555,33.666666666666664,3
Singapore,44,9,142,186,0,617.3705826545338,0.1734641063328934,0.0,0.0,0.0,0.0,93.85714285714286,3
Singapore,44,10,64,73,153,1137.7760451242139,0.438737098683306,180.54219533121068,73.33333333333333,0.0,6.666666666666667,12.466666666666667,2
Singapore,44,11,88,110,120,844.8445128722378,0.28911546380352077,146.96014873220702,45.45454545454545,0.0,18.181818181818183,17.545454545454547,2
Singapore,44,12,237,254,0,757.8163169373365,0.10998843093113142,0.0,0.0,0.0,0.0,100.0,6
Singapore,44,13,113,169,42,1455.015462822681,0.31831291801786715,146.69537449482596,23.52941176470588,0.0,5.88235294117647,41.705882352941174,3
Singapore,44,14,206,242,35,1804.0176499981972,0.23936796563798313,0.0,18.181818181818183,0.0,0.0,70.81818181818181,5
Singapore,55,1,137,162,87,1267.7182448583444,0.27180169585126057,0.0,53.84615384615385,0.0,7.6923076923076925,38.84615384615385,4
Singapore,55,2,87,183,71,1426.3739673492146,0.2760979975319451,136.0240439375657,35.294117647058826,0.0,5.88235294117647,45.0,3
Singapore,55,3,158,184,97,1409.1945729473246,1.5288628809214977,163.83528313522766,38.46153846153847,0.0,0.0,45.23076923076923,4
Singapore,55,5,118,130,195,2132.8909133582674,2.5818563290716203,0.0,44.44444444444444,0.0,5.555555555555555,41.5,4
Singapore,55,6,77,89,64,772.1904578535505,0.291385820539767,139.35893834256058,50.0,0.0,8.333333333333332,17.583333333333332,3
Singapore,55,7,133,156,47,1399.4222670976815,0.24822537074097673,0.0,33.33333333333333,0.0,8.333333333333332,43.25,4
Singapore,55,8,111,111,144,2398.807508864924,0.3172081944791616,107.70329614268849,47.368421052631575,0.0,10.526315789473683,29.68421052631579,3
Singapore,55,9,66,82,73,2529.9871987683473,0.34298081559600496,187.47417974778728,34.78260869565217,0.0,4.3478260869565215,46.52173913043478,2
Singapore,55,10,90,103,64,581.659967835003,0.9743728696644808,192.05990489164105,50.0,152.61061562028044,10.0,20.8,3
Singapore,55,11,233,255,0,910.4599601976224,0.23673482680134966,0.0,0.0,0.0,0.0,99.16666666666667,6
Singapore,55,12,111,170,68,1431.8188545364828,0.3217988775819561,184.95532523002476,29.411764705882355,0.0,5.88235294117647,44.411764705882355,4
Singapore,55,13,210,240,40,2012.9740289128677,0.24904167771527555,0.0,15.384615384615385,0.0,0.0,84.61538461538461,5
Singapore,63,1,87,183,175,3020.0933730814586,0.38744009052431116,0.0,32.142857142857146,0.0,10.714285714285714,41.17857142857143,3
Singapore,63,2,154,183,96,1986.3473208681216,2.8905899669467585,196.40010183296727,46.15384615384615,0.0,0.0,46.92307692307692,4
Singapore,63,4,117,144,77,1044.6284874485646,2.261456322176473,0.0,41.66666666666667,0.0,16.666666666666664,30.083333333333332,3
Singapore,63,5,76,82,43,555.2742529989955,2.2466866937996075,165.72474945667273,50.0,0.0,20.0,9.3,3
Singapore,63,6,131,167,54,1461.1767835218234,0.22974685729314537,0.0,40.0,0.0,0.0,41.13333333333333,4
Singapore,63,7,111,114,87,1997.7860486781028,0.3076736261906088,138.67172109930834,40.0,0.0,0.0,33.45,3
Singapore,63,8,138,191,0,794.5840585886726,0.2678828748927069,0.0,0.0,0.0,0.0,96.66666666666667,3
Singapore,63,10,69,105,67,864.6376931721425,0.5472455829800192,0.0,53.84615384615385,0.0,15.384615384615385,11.615384615384615,3
Singapore,63,11,86,104,67,687.0235844649142,0.2721164956932637,160.42114872030652,45.45454545454545,0.0,9.090909090909092,16.545454545454547,3
Singapore,63,12,232,254,0,901.8132864863146,0.28585738000813005,0.0,0.0,0.0,0.0,100.0,6
Singapore,63,13,109,175,57,1614.723394456647,0.2882550904973616,0.0,26.31578947368421,0.0,5.263157894736842,44.10526315789474,3
Singapore,63,14,212,241,28,1647.730611443818,0.20616321667133425,165.42067585401674,15.384615384615385,0.0,0.0,79.0,5
Singapore,77,1,133,158,69,1275.321665424197,1.8615833290085577,0.0,69.23076923076923,0.0,7.6923076923076925,31.384615384615383,4
Singapore,77,2,92,174,39,1372.739488805366,1.4952646167826424,0.0,25.0,0.0,12.5,42.125,3
Singapore,77,3,152,187,99,1838.19486802738,0.24912330767226798,0.0,23.076923076923077,0.0,15.384615384615385,52.30769230769231,4
Singapore,77,4,253,286,0,1537.769102260545,3.0636260197582508,0.0,0.0,0.0,0.0,100.0,6
Singapore,77,6,118,140,39,908.0789012111964,0.2237548239962983,149.51310104969525,36.36363636363637,0.0,27.27272727272727,23.454545454545453,4
Singapore,77,7,78,88,92,828.2128950763763,0.2964749983503747,177.40540470358246,50.0,0.0,16.666666666666664,10.0,3
Singapore,77,8,128,146,44,1472.5122576912,0.23142515114759865,0.0,30.76923076923077,0.0,15.384615384615385,40.61538461538461,4
Singapore,77,9,104,104,107,2035.3056068580518,0.25111517867150257,186.14084977895982,38.095238095238095,0.0,14.285714285714285,28.0,3
Singapore,77,10,146,179,0,539.3679832831913,0.24503103676598897,0.0,0.0,0.0,0.0,90.4,3
Singapore,77,11,67,79,108,765.4687283809944,0.4036400960365363,147.64675654680832,50.0,193.33132182861664,21.428571428571427,9.142857142857142,2
Singapore,77,12,89,117,42,733.7065962470515,0.31948019280301526,0.0,30.0,0.0,30.0,23.3,3
Singapore,77,13,240,255,0,696.6030485392112,0.10353701950879551,0.0,0.0,0.0,0.0,100.0,6
Singapore,77,14,105,164,94,1646.8652004265678,0.4282843270839461,0.0,18.75,0.0,6.25,48.375,4
Singapore,77,15,199,239,34,1740.4916943725548,0.21326451700617083,0.0,16.666666666666664,0.0,8.333333333333332,65.58333333333333,5
Singapore,81,1,136,157,93,1392.2161748508088,0.23563541295459522,0.0,46.15384615384615,0.0,7.6923076923076925,24.615384615384617,3
Singapore,81,2,85,191,42,1533.7058570187255,0.3216332071179009,186.86802660546255,23.52941176470588,0.0,5.88235294117647,48.0,2
Singapore,81,3,151,156,99,1787.6399860480542,0.4114407854704597,172.52536045463057,27.27272727272727,0.0,0.0,52.63636363636363,4
Singapore,81,5,111,154,49,1047.9998391468216,0.2741637163586508,0.0,45.45454545454545,0.0,9.090909090909092,33.81818181818182,3
Singapore,81,6,70,145,67,2715.494290789982,2.1737790831098343,187.34673439441758,38.70967741935484,0.0,3.225806451612903,37.935483870967744,2
Singapore,81,7,108,186,105,3062.985383839052,0.28333685730791386,0.0,26.923076923076923,0.0,11.538461538461538,46.92307692307692,3
Singapore,81,8,65,87,94,753.6629958696867,0.9642773211793201,129.00883253120628,54.54545454545454,0.0,9.090909090909092,15.727272727272727,2
Singapore,81,9,89,95,190,1956.3839810680074,0.6261730452243708,0.0,50.0,0.0,11.11111111111111,21.666666666666668,3
Singapore,81,10,232,254,0,1002.764567499682,0.1132162355079753,0.0,0.0,0.0,0.0,99.0,6
Singapore,81,11,108,174,46,1568.0269448131003,0.30253927663644287,0.0,23.52941176470588,0.0,5.88235294117647,43.411764705882355,3
Singapore,81,12,209,245,38,2096.5104690413937,0.21184067819822525,0.0,7.142857142857142,0.0,7.142857142857142,77.0,5
Spa,1,1,68,70,90,741.4831354059625,0.3446382814394712,0.0,53.84615384615385,0.0,15.384615384615385,2.5384615384615383,2
Spa,1,2,299,302,8,3070.561059078207,0.19967112171100093,0.0,0.0,0.0,0.0,100.0,8
Spa,1,3,144,224,88,3654.425564317422,0.20089518267084228,0.0,20.689655172413794,0.0,0.0,49.55172413793103,4
Spa,1,4,116,173,73,1671.821320451334,2.758919432631429,0.0,40.0,0.0,5.0,29.9,3
Spa,1,5,191,200,27,1143.5425803138314,1.7707044441716215,147.70917371646283,55.55555555555556,0.0,0.0,49.0,5
Spa,1,6,276,293,24,4097.681329493993,0.19523571865931832,0.0,4.761904761904762,0.0,0.0,89.9047619047619,7
Spa,1,7,171,226,87,3221.0301099084245,0.21377919047131022,0.0,25.0,0.0,0.0,52.083333333333336,5
Spa,1,8,157,178,85,1340.5227332313225,0.3068432009198183,0.0,40.0,0.0,0.0,34.8,4
Spa,1,9,221,271,0,2246.498820022818,0.2188785742778746,0.0,0.0,0.0,0.0,100.0,5
Spa,1,10,312,313,0,1105.0009067324281,0.09162850354174495,0.0,0.0,0.0,0.0,100.0,8
Spa,1,11,311,311,4,1181.4467483694534,0.12136098254843708,0.0,0.0,0.0,0.0,100.0,8
Spa,1,12,313,313,0,1798.1982209132548,0.9776547315856347,0.0,0.0,0.0,0.0,100.0,8
Spa,1,13,69,163,56,1853.728665409013,2.16572141258915,197.79954274225747,18.51851851851852,0.0,18.51851851851852,33.333333333333336,2
Spa,2,1,59,70,51,703.3746381914148,0.27280215863315793,176.13670145429387,46.666666666666664,43.32435804486886,20.0,5.4,2
Spa,2,2,278,291,33,3569.6268730417214,0.17632277715448302,0.0,0.0,0.0,0.0,77.11764705882354,7
Spa,2,3,118,119,38,797.8132036537572,0.17754139087381937,0.0,50.0,0.0,25.0,3.5,3
Spa,2,4,117,118,7,684.093010515724,0.18342841466741655,0.0,0.0,0.0,44.44444444444444,11.88888888888889,3
Spa,2,5,140,162,2,1099.623938917899,0.1397649401337211,0.0,0.0,0.0,0.0,33.916666666666664,3
Spa,2,6,93,129,92,1954.0953422476887,0.23507843713327103,0.0,36.36363636363637,0.0,22.727272727272727,12.363636363636363,3
Spa,2,7,144,151,39,1158.837491875507,0.23153616908412877,0.0,40.0,0.0,20.0,13.0,4
Spa,2,8,216,277,52,4020.685927899991,0.18205214197883257,0.0,13.636363636363635,0.0,0.0,70.0909090909091,6
Spa,2,9,285,297,0,1664.418885587169,1.8811072725595033,0.0,28.57142857142857,0.0,0.0,85.71428571428571,8
Spa,2,10,135,155,72,3073.545542292981,0.21247289020308346,0.0,24.0,0.0,16.0,20.32,4
Spa,2,11,119,131,92,1953.3846785459027,1.0554487285651801,0.0,50.0,0.0,0.0,25.055555555555557,3
Spa,2,12,210,253,1,2260.4430403130827,0.1586687045081595,0.0,0.0,0.0,0.0,76.85714285714286,5
Spa,2,13,313,317,0,1311.337657303564,0.10904243436525546,0.0,0.0,0.0,0.0,100.0,8
