Track,Driver_Number,Corner_ID,Apex_Speed,Exit_Speed,Speed_Delta,Corner_Distance_m,Max_Curvature,Braking_Dist_To_Apex_m,Trail_Braking_Pct,Throttle_App_From_Apex_m,Coasting_Pct,Average_Throttle,Minimum_Gear
Monza,10,8,200,264,51,3381.9164458415253,0.21560205646893427,0.0,20.0,0.0,15.0,61.05,5
Monza,11,1,66,75,106,1012.6387391033968,0.3091550518468026,0.0,47.05882352941176,0.0,29.411764705882355,6.705882352941177,2
Monza,11,2,286,298,0,1339.1770400885907,0.09963577341813701,0.0,0.0,0.0,0.0,100.0,7
Monza,11,4,107,143,54,988.4892499148118,0.2378476094274961,0.0,26.666666666666668,0.0,6.666666666666667,32.6,3
Monza,11,5,197,217,64,2056.6070169252453,0.20722459066308493,0.0,33.33333333333333,0.0,0.0,47.583333333333336,5
Monza,11,6,183,200,56,1105.2863105228207,0.23060771365908417,0.0,37.5,0.0,0.0,42.125,5
Monza,11,7,190,267,73,3504.0445305492685,1.6588037003226375,169.04733065032633,17.391304347826086,0.0,4.3478260869565215,77.26086956521739,5
Monza,11,8,214,257,109,3040.931423570408,2.1571487668237843,0.0,28.57142857142857,0.0,0.0,67.85714285714286,6
Monza,14,1,332,337,0,1289.7861194308243,1.4851628882282388,0.0,0.0,0.0,0.0,100.0,8
Monza,14,2,70,89,80,1105.427092275946,0.35754584963941194,90.25418547101071,37.5,0.0,25.0,12.4375,2
Monza,14,3,249,276,0,1013.078138186027,1.4204248987877621,0.0,0.0,0.0,0.0,100.0,6
Monza,14,4,286,304,0,1854.5920760315967,0.08391853317363462,0.0,0.0,0.0,0.0,100.0,8
Monza,14,5,103,167,71,1352.6693486601944,0.317157606963534,149.7593532744031,38.46153846153847,0.0,0.0,36.15384615384615,3
Monza,14,6,188,219,45,1667.6937427704033,0.19891513605648792,188.353391262277,38.46153846153847,0.0,0.0,45.46153846153846,5
Monza,14,7,180,206,36,1186.740299734869,0.2549907754643469,0.0,42.857142857142854,0.0,14.285714285714285,40.42857142857143,5
Monza,14,8,184,192,31,751.4759474143793,0.21015367251885209,0.0,42.857142857142854,0.0,0.0,32.857142857142854,5
Monza,14,9,210,264,0,2135.2208049122783,1.781494871250155,0.0,0.0,0.0,0.0,99.81818181818181,5
Monza,14,10,201,258,93,3219.0494811172175,0.2211132987525941,0.0,27.77777777777778,0.0,5.555555555555555,61.77777777777778,5
Monza,16,1,74,84,180,1329.6277746973574,0.39164022167345536,179.1016537143296,50.0,0.0,7.142857142857142,12.785714285714286,2
Monza,16,2,243,310,0,4337.960342658407,0.7642627246057522,0.0,0.0,0.0,0.0,99.80952380952381,6
Monza,16,3,109,176,53,1335.7107651242768,0.285947351697872,161.31955864060728,45.45454545454545,0.0,0.0,37.90909090909091,4
Monza,16,4,195,223,70,1785.192453956679,1.3199924868384438,0.0,25.0,0.0,8.333333333333332,48.5,5
Monza,16,5,184,207,55,1161.1416837573634,0.22823235037694656,0.0,44.44444444444444,0.0,0.0,41.55555555555556,5
Monza,16,6,195,258,34,2703.776829429771,0.20619734953065938,81.93289937503869,16.666666666666664,0.0,0.0,73.66666666666667,5
Monza,16,7,216,269,70,3451.2792067124537,0.27765844962409836,0.0,20.0,0.0,0.0,70.8,6
Monza,18,1,69,85,65,1063.352560902882,0.3490562921182559,124.81153846151028,35.294117647058826,0.0,23.52941176470588,10.0,2
Monza,18,3,297,306,0,1170.6453368220155,0.08072950107900895,0.0,0.0,0.0,0.0,99.0,8
Monza,18,4,107,135,42,1039.772738581567,0.34447391523828325,166.97305363104533,42.857142857142854,0.0,7.142857142857142,24.285714285714285,3
Monza,18,5,178,213,56,1771.414136169169,0.1655845164075091,0.0,38.46153846153847,0.0,15.384615384615385,36.38461538461539,5
Monza,18,6,171,178,66,1103.5208125092977,0.24001615738160664,0.0,25.0,0.0,25.0,29.25,4
Monza,18,7,235,289,0,1579.1693929173598,2.6520608592252737,0.0,0.0,0.0,0.0,99.0,6
Monza,18,8,170,173,74,730.1338106191688,0.20895169083826481,0.0,42.857142857142854,0.0,28.57142857142857,16.0,5
Monza,18,9,195,253,0,1663.0848894399678,1.792523367111298,0.0,0.0,0.0,0.0,95.0,5
Monza,18,10,309,317,0,1341.6505900531702,1.6622174971547186,0.0,0.0,0.0,0.0,99.0,8
Monza,18,11,184,276,53,3898.533012384425,0.1865453080342434,0.0,25.0,0.0,4.166666666666666,66.5,5
Monza,20,1,71,80,68,978.0394086990655,1.3404745944724428,0.0,43.75,0.0,31.25,7.25,2
Monza,20,2,276,300,0,2037.3613397143927,0.08330907956604139,0.0,0.0,0.0,0.0,99.0,7
Monza,20,3,112,133,41,978.3087552054167,0.2947301052093774,0.0,38.46153846153847,0.0,7.6923076923076925,24.307692307692307,3
Monza,20,4,187,207,67,1606.2726939758722,0.24569129900379605,197.43606560099215,50.0,0.0,0.0,54.583333333333336,5
Monza,20,5,180,185,61,807.7426570887292,2.4535600606200867,0.0,50.0,0.0,0.0,26.75,5
Monza,20,6,327,335,0,1970.5374978410546,2.425849063920913,0.0,0.0,0.0,0.0,99.0,8
Monza,20,7,181,252,57,3002.7278276655634,0.22931614107521026,0.0,16.666666666666664,0.0,5.555555555555555,62.72222222222222,5
Monza,20,8,195,264,117,3535.6451511361083,1.9284595778061027,0.0,27.27272727272727,0.0,4.545454545454546,59.09090909090909,5
Monza,22,1,70,82,84,1059.5334674305232,0.35066721127280354,0.0,33.33333333333333,0.0,33.33333333333333,10.8,2
Monza,22,2,280,294,0,1194.974960653415,1.1385467039986215,0.0,0.0,0.0,0.0,100.0,7
