track,global_corner_id,driver_number,entry_speed,apex_speed,exit_speed,speed_drop,braking_pct_before_apex,trail_braking_pct,throttle_app_pct_after_apex,coasting_pct,braking_time_pct,average_throttle,min_gear,average_speed
Monza,101,1,-0.4946295785741683,0.5265784937070226,0.5265784937070226,-0.5478404950822175,0.7980414448857536,0.7980414448857536,-1.688194297813413,-0.7980414448857537,-0.16628124296826677,-0.3118761672556453,-0.3248931437714102,-0.5626847003423638
Monza,101,2,-0.8299716657430959,-0.11169846836209349,-0.11169846836209349,-0.8150797609759821,-2.4652558445413364,-2.4652558445413364,0.562731432604471,2.4652558445413373,-1.2854819167931446,-0.3118761672556453,-0.3248931437714102,-1.1449836821781492
Monza,101,4,0.5449308916495075,0.5265784937070226,0.5265784937070226,0.48771166025612017,-0.09499201003601805,-0.09499201003601805,0.562731432604471,0.09499201003601798,-0.3901213777332422,-0.3118761672556453,-0.3248931437714102,0.7275672541463934
Monza,101,10,0.6119993090832929,0.8457169747415806,0.8457169747415806,0.5211165684928407,0.7980414448857536,0.7980414448857536,0.562731432604471,-0.7980414448857537,0.9529194308566105,-0.3118761672556453,-0.3248931437714102,0.7091788652463158
Monza,101,11,0.6790677265170785,0.5265784937070226,0.5265784937070226,0.6213312932030025,0.7980414448857536,0.7980414448857536,-1.688194297813413,-0.7980414448857537,0.9529194308566105,-0.3118761672556453,-0.3248931437714102,0.7617171192465353
Monza,101,14,-0.5281637872910611,-1.7073908735348835,-1.7073908735348835,-0.3474110456618941,-0.6530598474172571,-0.6530598474172571,0.562731432604471,0.6530598474172565,-0.3901213777332422,-0.006186575079750218,-0.3248931437714102,-0.7067270800596385
Monza,101,16,3.4288728413022853,-0.7499754304312095,-0.7499754304312095,3.494153401560972,0.12875753158620487,0.12875753158620487,0.562731432604471,-0.12875753158620618,-0.3901213777332422,-0.3118761672556453,-0.3248931437714102,3.0628926444562126
Monza,101,18,-1.1317795441951308,-1.3882523925003256,-1.3882523925003256,-0.982104302159585,-0.7229618837311873,-0.7229618837311873,0.562731432604471,0.7229618837311865,-1.2854819167931446,-0.05713484044239951,-0.3248931437714102,-1.3748385434291157
Monza,101,20,-0.42756116114038273,0.20744001267246454,0.20744001267246454,-0.44762577037205586,0.7980414448857536,0.7980414448857536,0.562731432604471,-0.7980414448857537,0.9529194308566105,-0.3118761672556453,-0.3248931437714102,-0.43352815925849064
Monza,101,22,0.07545196961300872,-1.3882523925003256,-1.3882523925003256,0.22047239436235558,0.16447271009844677,0.16447271009844677,0.562731432604471,-0.16447271009844683,-0.16628124296826677,-0.3118761672556453,-0.3248931437714102,0.35673474466150223
